asunto,categoria
"['fecha', 'traslado', 'gobierno', 'españa', 'instando', 'cumplimiento', '10lpnlp0355', 'dirigida', 'gobierno']",VIDA POLÍTICA
"['fecha', 'terminadas', 'obras', 'avenidabulevar', 'mayo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['fecha', 'terminadas', 'obras', 'paseo', 'marítimo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['fecha', 'comunica', 'presidencia', 'gobierno', 'fiscalía', 'investigando', 'servicio', 'canario', 'salud', 'contrato', 'mascarillas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['fecha', 'prevista', 'finalización', 'obras', 'ies', 'guaza', 'arona', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['fecha', 'prevista', 'apertura', 'museo', 'arqueológico', 'valverde', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['fecha', 'prevista', 'puesta', 'funcionamiento', 'sala', 'congresos', 'auditorio', 'peña', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['finalidad', 'prevista', 'modificación', 'ley', '111986', '11', 'diciembre', 'creación', 'regulación', 'instituto', 'canario', 'hemodonación', 'hemoterapia', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['fondos', 'europeos', 'transferidos', '2021', 'diferenciando', 'mecanismo', 'recuperación', 'resiliencia', 'reacteu', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['funcionamiento', 'instalaciones', 'unidad', 'salud', 'mental', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['garantías', 'avales', 'pidieron', 'empresa', 'abonó', 'contrato', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['gasto', 'destinado', 'publicidad', 'bono', 'turístico', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['gasto', 'pandemia', 'hoteles', 'fuerteventura', 'servicio', 'alojamiento', 'aislamiento', 'cuarentena', 'personas', 'covid19', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['gasto', 'imputable', 'bono', 'turístico', 'concepto', 'diseño', 'implementación', 'ejecución', 'gestión', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['gasto', 'plataforma', 'marketplace', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INTERCAMBIOS ECONÓMICOS Y COMERCIALES
"['gasto', 'póliza', 'seguro', 'viaje', 'covid19', 'turistas', '2', 'marzo', '2022', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['gasto', 'turístico', 'islas', '2021', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['gestiones', 'canarias', 'convierta', 'sede', 'permanente', 'buques', 'oceanográficos', 'investigación', 'instituto', 'español', 'oceanografía', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['gestiones', 'realizadas', 'compartir', 'listados', 'intervención', 'quirúrgica', 'procesos', 'transición', 'colectivo', 'trans', 'previstas', 'málaga', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['grado', 'cumplimiento', 'plan', 'estratégico', 'subvenciones', '20202022', 'instituto', 'canario', 'igualdad', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['grado', 'ejecución', 'proyecto', '186g0042', 'denominado', 'puerto', 'rosariocaldereta', '31', 'diciembre', '2021', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['grado', 'ejecución', 'material', 'presupuestaria', 'enlace', 'chafiras', 'tenerife', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['grado', 'ejecución', 'material', 'presupuestaria', 'enlace', 'oroteanda', 'tenerife', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['hoja', 'ruta', 'detallando', 'acciones', 'plazos', 'puertos', 'canarios', 'gestionar', 'zona', 'viene', 'desarrollando', 'actividad', 'cementera', 'puerto', 'santa', 'águeda', 'arguineguín', 'canaria', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['implantación', 'unidades', 'atención', 'temprana', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['importe', 'asciende', 'financiación', 'cargo', 'fondos', 'europeos', 'ejecución', 'obras', 'vinculadas', 'cumplimiento', 'directiva', '200060ce', 'establece', 'marco', 'comunitario', 'actuación', 'ámbito', 'política', 'aguas', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['importe', 'ascienden', 'sanciones', 'impuestas', 'incumplimientos', 'directiva', '200060ce', 'parlamento', 'europeo', 'consejo', '23', 'octubre', '2000', 'establece', 'marco', 'comunitario', 'actuación', 'ámbito', 'política', 'aguas', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['importe', 'subvenciones', 'otorgadas', '2021', 'destinadas', 'instalaciones', 'autoconsumo', 'energías', 'renovables', 'sector', 'residencial', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['impulso', 'ley', 'canaria', 'conciliación', 'vida', 'familiar', 'personal', 'laboral', 'legislatura', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['impulso', 'islas', 'verdes', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['incidencia', 'real', 'efecto', 'ansiedad', 'causado', 'pandemia', 'profesión', 'enfermería', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['incoación', 'expediente', 'declarar', 'caducidad', 'parque', 'eólico', 'fuerteventura', 'renovables', 'oliva', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['incremento', 'inspecciones', 'demandadas', 'colectivo', 'kellys', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['influencia', 'ley', 'estatal', 'vivienda', 'precios', 'alquiler', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['iniciativas', 'adoptadas', 'meses', 'garantizar', 'derecho', 'práctica', 'deporte', 'nivel', 'federativo', 'menores', 'extranjeros', 'acompañados', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['inicio', 'situación', 'expediente', 'caducidad', 'parque', 'eólico', 'fuerteventura', 'renovables', 'oliva', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['intervenciones', 'previstas', 'puerto', 'caleta', 'sebo', 'graciosa', '2022', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['intervenciones', 'previstas', 'puerto', 'órzola', 'haría', '2022', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['islas', 'adherido', 'saborea', 'españa', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['actividad', 'escuela', 'canaria', 'deporte', 'prevista', 'artículo', '32', 'ley', '12019', '30', 'enero', 'actividad', 'física', 'deporte', 'canarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['actividad', 'desarrollada', 'fomento', 'promoción', 'deporte', 'investigación', 'ciencias', 'deporte', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deporte']",ASUNTOS SOCIALES
"['actualización', 'catálogo', 'playas', 'zbm', 'canarias', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",MEDIO AMBIENTE
"['afección', 'producto', 'interior', 'bruto', 'palma', 'consecuencias', 'erupción', 'volcánica', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['aprobación', 'adaptación', 'decreto', '1412009', '10', 'noviembre', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['aprobación', 'reglamento', 'ordena', 'disposición', 'decimoquinta', 'decretoley', '152020', '10', 'septiembre', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['calificación', 'utilidad', 'pública', 'obras', 'instalación', 'renovación', 'tuberías', 'transado', 'combustible', 'puerto', 'rosario', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['calificación', 'territorial', 'urbanística', 'solar', 'asienta', 'antiguo', 'colegio', 'villaverde', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['celebración', 'barcelona', 'iii', 'jornadas', 'mujeres', 'lesbianas', 'bisexuales', 'aliadas', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['certificación', 'iso', '9001', 'ayuntamiento', 'puerto', 'rosario', 'presidencia', 'servicio', 'canario', 'dictara', 'resolución', 'nº', '109402021', '22', 'diciembre', '2021', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['certificación', 'iso', '9001', 'ayuntamiento', 'puerto', 'rosario', 'desarrollo', 'resolución', 'nº', '109402021', '22', 'diciembre', '2021', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['construcción', 'residencia', 'mayores', 'alto', 'requerimiento', 'teguise', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['convocatoria', 'ayuda', 'alquiler', 'personas', 'jóvenes', '2022', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",ASUNTOS SOCIALES
"['creación', 'área', 'libre', 'comercio', 'continental', 'africano', 'ue', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['creación', 'observatorio', 'canario', 'actividad', 'física', 'deporte', 'previsto', 'artículo', '15', 'disposición', 'adicional', 'quinta', 'ley', '12019', '30', 'enero', 'actividad', 'física', 'deporte', 'canarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['decisión', 'otorgar', 'contrato', 'mascarillas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['declaración', 'consejo', 'insular', 'aguas', 'hierro', 'emergencia', 'hídrica', 'isla', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['distribución', 'fondos', 'destinados', 'construcción', 'adaptación', 'equipamiento', 'plazas', 'educación', 'infantil', '0', '3', 'años', 'descripción', 'detallada', 'islas', 'municipios', 'cuantías', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['dotación', 'económica', 'prevista', 'retirada', 'amianto', 'ceip', 'alcalde', 'diego', 'trujillo', 'rodríguez', 'gáldar', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['elaboración', 'aprobación', 'ley', 'canaria', 'ejercicio', 'profesional', 'servicios', 'deportivos', 'prevista', 'disposición', 'adicional', 'ley', '12019', '30', 'enero', 'actividad', 'física', 'deporte', 'canarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['elaboración', 'aprobación', 'plan', 'director', 'instalaciones', 'deportivas', 'canarias', 'previsto', 'artículo', '43', 'ley', '12019', '30', 'enero', 'actividad', 'física', 'deporte', 'canarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['empresa', 'adjudicataria', 'concurso', 'vender', 'telemáticamente', 'productos', 'canarios', 'exterior', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['estrategia', 'acabar', 'tabaco', 'playas', 'canarias', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['evolución', 'número', 'desempleados', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['fase', 'desarrollo', 'historial', 'social', 'único', 'exige', 'ley', 'servicios', 'sociales', 'canarias', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['financiación', 'destina', 'hospederías', 'casas', 'mar', 'años', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['incidencia', 'covid19', 'centros', 'educativos', 'bajas', 'personal', 'docente', 'docente', 'vacaciones', 'navidad', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['incidencia', 'covid19', 'centros', 'educativos', 'alumnado', 'contagiado', 'confinado', 'vacaciones', 'navidad', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['instalación', 'planta', 'reciclaje', 'recursos', 'geológicos', 'planta', 'valoración', 'áridos', 'reciclados', 'fábrica', 'hormigón', 'preparado', 'puerto', 'arrecife', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['inversión', 'construcción', 'instalaciones', 'destinadas', 'cafetería', 'hospital', 'insular', 'señora', 'reyes', 'dirigida', 'consejero', 'sanidad']",INDUSTRIA
"['matriculación', 'indebida', 'alumnos', 'ies', 'teror', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['modificación', 'decreto', '1112004', '29', 'julio', 'aprueba', 'reglamento', 'procedimiento', 'declaración', 'régimen', 'jurídico', 'bienes', 'interés', 'cultural', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['naturaleza', 'jurídica', 'inmobiliaria', 'social', 'puesto', 'marcha', 'visocan', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['estrategia', 'tratamiento', 'casos', 'positivos', 'covid19', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['obra', 'consultorio', 'local', 'castillo', 'antigua', 'dirigida', 'consejero', 'sanidad']",INDUSTRIA
"['oferta', 'formativa', 'formación', 'profesional', 'tenerife', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['orden', 'pago', 'totalidad', 'precio', 'contrato', 'mascarillas', 'entregasen', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['planificación', 'tramitación', 'aprobación', 'leyes', 'reglamentos', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['promoción', 'productos', 'agroalimentarios', 'fitur', '2022', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['razón', 'rechazo', 'solar', 'aportado', 'ayuntamiento', 'antigua', 'construcción', 'centro', 'salud', 'localidad', 'castillo', 'dirigida', 'consejero', 'sanidad']",INDUSTRIA
"['razón', 'constancia', 'falsificación', 'mascarillas', 'denunciara', 'juzgado', 'correspondiente', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['razón', 'obras', 'avenidabulevar', 'mayo', 'puerto', 'rosario', 'estén', 'ejecutadas', '3', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['red', 'oficinas', 'verdes', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['reducción', 'contratos', 'trabajadores', 'completo', 'dirigida', 'consejera', 'economía', 'conocimiento']",TRABAJO Y EMPLEO
"['rehabilitación', 'integral', '90', 'viviendas', 'puerto', 'rosario', 'plan', 'estatal', 'vivienda', 'rehabilitación', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['respuesta', 'gobierno', 'españa', 'acciones', 'adoptadas', 'cumplimiento', '10lpnlp0355', 'dirigida', 'gobierno']",VIDA POLÍTICA
"['respuesta', 'gobierno', 'españa', 'acciones', 'adoptadas', 'cumplimiento', '10lpnlp0377', 'dirigida', 'gobierno']",VIDA POLÍTICA
"['reunión', 'mantenida', 'comisión', 'europea', 'exención', 'tipo', 'mínimo', '15', 'impuesto', 'sociedades', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['situación', 'actual', 'aru', 'titerroy', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['situación', 'actual', 'aru', 'valterra', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['situación', 'federación', 'regional', 'lucha', 'canaria', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['solicitud', 'cambio', 'actual', 'refugio', 'pesquero', 'san', 'cristóbal', 'palmas', 'canaria', 'puerto', 'deportivo', 'pesca', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']","AGRICULTURA, SILVICULTURA Y PESCA"
"['titularidad', 'solar', 'asienta', 'antiguo', 'colegio', 'villaverde', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['realizaron', 'obras', 'conservación', 'casa', 'coroneles', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",ASUNTOS SOCIALES
"['vinculación', 'otorgamiento', 'concesión', 'explotación', 'cantera', 'denominada', 'san', 'josé', 'necesidad', 'concesión', 'puerto', 'santa', 'águeda', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ASUNTOS SOCIALES
"['vinculación', 'otorgamiento', 'concesión', 'utilización', 'puerto', 'santa', 'águeda', 'necesidad', 'concesión', 'explotación', 'cantera', 'denominada', 'san', 'josé', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",TRANSPORTES
"['76', 'medidas', 'concretas', 'pactadas', 'vii', 'concertación', 'social', 'dirigida', 'consejera', 'economía', 'conocimiento']",ASUNTOS SOCIALES
"['asignaturas', 'economía', 'emprendimiento', 'finanzas', 'configuración', 'currículos', 'conforme', 'establece', 'ley', 'educación', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['conclusiones', 'comisión', 'estudio', 'creada', 'valorar', 'continuidad', 'actividad', 'cementera', 'sita', 'puerto', 'santa', 'águeda', 'arguineguín', 'canaria', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['conclusiones', 'ii', 'encuentro', 'gestión', 'parques', 'arqueológicos', 'canarias', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['consecuencias', 'terminar', 'obras', 'avenidabulevar', 'mayo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['consecuencias', 'terminar', 'obras', 'paseo', 'marítimo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",INDUSTRIA
"['instalaciones', 'escuela', 'arte', 'fuerteventura', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['obras', 'ampliación', 'ceip', 'tostón', 'cotillo', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['obras', 'mantenimiento', 'escuelas', 'infantiles', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'mantenimiento', 'escuelas', 'infantiles', 'titularidad', 'consejería', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['obras', 'mejora', 'acondicionamiento', 'zarza', 'zarcita', 'palma', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",INDUSTRIA
"['obras', 'materia', 'sanitaria', 'proyectadas', 'lanzarote', 'dirigida', 'consejero', 'sanidad']",INDUSTRIA
"['pérdidas', 'cubrir', 'comunidad', 'autónoma', 'sociedad', 'desarrollo', 'económico', 'canarias', '2019', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['posibilidades', 'finalización', 'obra', 'carretera', 'lp2', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['prestaciones', 'plantas', 'desaladoras', 'portátiles', 'transportadas', 'palma', 'inyectar', 'agua', 'red', 'riego', 'afectada', 'erupción', 'volcánica', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['primeras', 'jornadas', 'farmacéuticas', 'mauritanas', 'celebradas', 'nuakchot', 'dirigida', 'consejera', 'economía', 'conocimiento']",ECONOMÍA
"['prioridades', 'carreteras', 'lanzarote', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['solicitudes', 'implantación', 'parques', 'eólicos', 'lanzarote', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['lista', 'espera', 'especialidad', 'oncología', 'distintas', 'islas', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['lista', 'espera', 'reconocimiento', 'grado', 'discapacidad', 'revisión', 'islas', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['listado', 'hoteles', 'acogido', 'campaña', 'gobierno', 'canarias', 'venta', 'quesos', 'hoteles', 'canarias', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['llamadas', 'recibidas', 'teléfono', 'acentejo', 'escucha', 'creación', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",ASUNTOS SOCIALES
"['datos', 'alumnado', 'profesorado', 'contagiados', 'covid19', 'curso', '20212022', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['datos', 'lista', 'espera', 'psicología', 'hospital', 'dr', 'josé', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['datos', 'lista', 'espera', 'psiquiatría', 'hospital', 'dr', 'josé', 'molina', 'orosa', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['expedientes', 'construcción', 'vivienda', 'pública', 'lanzarote', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['inconvenientes', 'desarrollo', 'energía', 'mareomotriz', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['motivos', 'retraso', 'apertura', 'oficina', 'agencia', 'tributaria', 'canaria', 'icod', 'vinos', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']",ASUNTOS FINANCIEROS
"['objetivos', 'estrategia', 'energía', 'eólica', 'marina', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['objetivos', 'inmobiliaria', 'social', 'puesto', 'marcha', 'visocan', 'dirigida', 'consejero', 'obras', 'públicas', 'transportes', 'vivienda']",INDUSTRIA
"['plazos', 'previstos', 'inicio', 'obras', 'consultorio', 'médico', 'situado', 'casco', 'buenavista', 'norte', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['trabajos', 'proyecto', 'patología', 'mental', 'común', 'inicia', 'objetivo', 'labor', 'preventiva', 'evitar', 'cronicidad', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['mantenimiento', 'desdoblamiento', 'consultas', 'oncología', 'isla', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']",ASUNTOS SOCIALES
"['media', 'documentos', 'electrónicos', 'firma', 'administración', 'pública', 'canaria', 'dirigida', 'consejero', 'administraciones', 'públicas', 'justicia', 'seguridad']",VIDA POLÍTICA
"['medidas', 'adoptar', 'familias', 'alumnos', 'ies', 'teror', 'tengan', 'devolver', 'ayudas', 'económicas', 'recibidas', 'dirigida', 'consejera', 'educación', 'universidades', 'cultura', 'deportes']",EDUCACIÓN Y COMUNICACIÓN
"['medidas', 'garantizar', 'cumplimento', 'resoluciones', 'sancionadoras', 'nº', '866', '14', 'diciembre', '2020', 'nº', '1259', '30', 'noviembre', '2021', 'agencia', 'canaria', 'protección', 'natural', 'dirigida', 'gobierno']",MEDIO AMBIENTE
"['medidas', 'adoptadas', 'actual', 'situación', 'parálisis', 'obras', 'residencia', 'mayores', 'frontera', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']",INDUSTRIA
"['medidas', 'problemática', 'ganaderos', 'lanzarote', 'fuerteventura', 'traslado', 'barco', 'ambas', 'islas', 'ganado', 'porcino', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['medidas', 'concretas', 'reducir', 'eliminar', 'vertidos', 'mar', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'control', 'actualizaciones', 'llevado', 'cabo', 'evitar', 'proliferación', 'cianobacterias', 'litoral', 'canario', 'dirigida', 'consejero', 'transición', 'ecológica', 'lucha', 'cambio', 'climático', 'planificación', 'territorial']",MEDIO AMBIENTE
"['medidas', 'implementadas', 'paliar', 'caída', 'exportaciones', 'sector', 'tomate', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
"['medidas', 'llevadas', 'cabo', 'ayudar', 'miles', 'familias', 'canarias', 'viviendas', 'vacacionales', 'legales', 'sufrido', 'crisis', 'turística', 'provocada', 'covid19', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']",ECONOMÍA
"['medidas', 'adaptar', 'tallas', 'mínimas', 'especies', 'interés', 'pesquero', 'cuya', 'madurez', 'sexual', 'talla', 'mínima', 'dirigida', 'consejera', 'agricultura', 'ganadería', 'pesca']","AGRICULTURA, SILVICULTURA Y PESCA"
